"","Author","Year","Title","DOI","DTIC.link","SA.measure.type","Sample.size","Sample.size.stats","es.z","vi.z","SampleID","Outcome"
"385","Pleban",2009,"Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf","MARS",35,35,0.510070337,0.03125,"Pleban2009",385
"386","Pleban",2009,"Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf","MARS",35,35,0.276863823,0.03125,"Pleban2009",386
"387","Pleban",2009,"Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf","MARS",35,35,0.070114671,0.03125,"Pleban2009",387
"388","Pleban",2009,"Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf","MARS",35,35,0.887183863,0.03125,"Pleban2009",388
"389","Pleban",2009,"Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf","MARS",35,35,0.662462707,0.03125,"Pleban2009",389
"390","Pleban",2009,"Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf","MARS",35,35,0.758173745,0.03125,"Pleban2009",390
"391","Pleban",2009,"Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf","MARS",35,35,0.867300528,0.03125,"Pleban2009",391
"392","Pleban",2009,"Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf","MARS",35,35,0.549306144,0.03125,"Pleban2009",392
"393","Pleban",2009,"Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation",NA,"https://apps.dtic.mil/docs/citations/ADA522537","MARS",35,35,0.59014516,0.03125,"Pleban2009",393
"394","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522538","Explicit Recall",16,16,-0.304236592,0.076923077,"Sollenberger1995",394
"395","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522539","Explicit Recall",16,16,0.165091379,0.076923077,"Sollenberger1995",395
"396","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.357343263,0.076923077,"Sollenberger1995",396
"397","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,-0.029119737,0.076923077,"Sollenberger1995",397
"398","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.365443754,0.076923077,"Sollenberger1995",398
"399","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.354092529,0.076923077,"Sollenberger1995",399
"400","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.320545409,0.076923077,"Sollenberger1995",400
"401","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.365443754,0.076923077,"Sollenberger1995",401
"402","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.257219121,0.076923077,"Sollenberger1995",402
"403","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.255412812,0.076923077,"Sollenberger1995",403
"404","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.365443754,0.076923077,"Sollenberger1995",404
"405","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,-0.216831235,0.076923077,"Sollenberger1995",405
"406","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.191853147,0.076923077,"Sollenberger1995",406
"407","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.213171347,0.076923077,"Sollenberger1995",407
"408","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,-0.255412812,0.076923077,"Sollenberger1995",408
"409","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.257219121,0.076923077,"Sollenberger1995",409
"410","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.320545409,0.076923077,"Sollenberger1995",410
"411","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.118204137,0.076923077,"Sollenberger1995",411
"412","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.046980709,0.076923077,"Sollenberger1995",412
"413","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.486889006,0.076923077,"Sollenberger1995",413
"414","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.298566264,0.076923077,"Sollenberger1995",414
"415","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.226782945,0.076923077,"Sollenberger1995",415
"416","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.090244188,0.076923077,"Sollenberger1995",416
"417","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.18494866,0.076923077,"Sollenberger1995",417
"418","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.322166494,0.076923077,"Sollenberger1995",418
"419","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,-0.122535853,0.076923077,"Sollenberger1995",419
"420","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,-0.02956184,0.076923077,"Sollenberger1995",420
"421","Sollenberger-a",1995,"A Simulation Study of Air Traffic Controller Situational Awareness",NA,"https://apps.dtic.mil/docs/citations/ADA522540","Explicit Recall",16,16,0.298566264,0.076923077,"Sollenberger1995",421
"422","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.226782945,0.076923077,"Sollenberger1995",422
"423","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.390009166,0.076923077,"Sollenberger1995",423
"424","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.015693766,0.076923077,"Sollenberger1995",424
"425","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.266781141,0.076923077,"Sollenberger1995",425
"426","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.477477354,0.076923077,"Sollenberger1995",426
"427","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.169506095,0.076923077,"Sollenberger1995",427
"428","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.13073985,0.076923077,"Sollenberger1995",428
"429","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,-0.278375546,0.076923077,"Sollenberger1995",429
"430","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.090244188,0.076923077,"Sollenberger1995",430
"431","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.13073985,0.076923077,"Sollenberger1995",431
"432","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,-0.188534236,0.076923077,"Sollenberger1995",432
"433","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,-0.09740565,0.076923077,"Sollenberger1995",433
"434","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.424701763,0.076923077,"Sollenberger1995",434
"435","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.467509119,0.076923077,"Sollenberger1995",435
"436","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.262163329,0.076923077,"Sollenberger1995",436
"437","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.512250363,0.076923077,"Sollenberger1995",437
"438","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.477158006,0.076923077,"Sollenberger1995",438
"439","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.527710232,0.076923077,"Sollenberger1995",439
"440","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.244774113,0.076923077,"Sollenberger1995",440
"441","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Explicit Recall",16,16,0.213171347,0.076923077,"Sollenberger1995",441
"442","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Direct-SR",16,16,0.226782945,0.076923077,"Sollenberger1995",442
"443","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Direct-SR",16,16,0.376076516,0.076923077,"Sollenberger1995",443
"444","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Direct-SR",16,16,0.226782945,0.076923077,"Sollenberger1995",444
"445","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Direct-SR",16,16,0.1028704,0.076923077,"Sollenberger1995",445
"446","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Direct-SR",16,16,0.202732554,0.076923077,"Sollenberger1995",446
"447","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Direct-SR",16,16,0.357343263,0.076923077,"Sollenberger1995",447
"448","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Direct-SR",16,16,-0.026470908,0.076923077,"Sollenberger1995",448
"449","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Direct-SR",16,16,0.269903957,0.076923077,"Sollenberger1995",449
"450","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Direct-SR",16,16,1.071431684,0.076923077,"Sollenberger1995",450
"451","Sollenberger-b",1995,"The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness",NA,"https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf","Direct-SR",16,16,0.604155603,0.076923077,"Sollenberger1995",451
"452","Valentine",2007,"Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study",NA,"https://apps.dtic.mil/docs/citations/ADA473106","SAGAT",16,14,0.244774113,0.090909091,"Valentine2007",452
"453","Valentine",2007,"Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study",NA,"https://apps.dtic.mil/docs/citations/ADA473106","SAGAT",16,14,0.354092529,0.090909091,"Valentine2007",453
"454","Valentine",2007,"Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study",NA,"https://apps.dtic.mil/docs/citations/ADA473106","SAGAT",16,14,0.497311288,0.090909091,"Valentine2007",454
"455","Valentine",2007,"Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study",NA,"https://apps.dtic.mil/docs/citations/ADA473106","SAGAT",16,14,0.320545409,0.090909091,"Valentine2007",455
"456","Valentine",2007,"Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study",NA,"https://apps.dtic.mil/docs/citations/ADA473106","SAGAT",16,14,0.950479381,0.090909091,"Valentine2007",456
"457","Valentine",2007,"Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study",NA,"https://apps.dtic.mil/docs/citations/ADA473106","SAGAT",16,14,0.972955075,0.090909091,"Valentine2007",457
"458","Valentine",2007,"Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study",NA,"https://apps.dtic.mil/docs/citations/ADA473106","Other",16,15,-0.060072156,0.083333333,"Valentine2007",458
"459","Valentine",2007,"Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study",NA,"https://apps.dtic.mil/docs/citations/ADA473106","Other",16,15,-0.040021354,0.083333333,"Valentine2007",459
"460","Valentine",2007,"Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study",NA,"https://apps.dtic.mil/docs/citations/ADA473106","Other",16,15,0.070114671,0.083333333,"Valentine2007",460
"461","Adams-White",2018,"Measuring decision accuracy and confidence of mock air defence operators","https://doi.org/10.1016/j.jarmac.2018.01.005",NA,"SART",60,60,-0.086226599,0.01754386,"AdamsWhite2018",461
"462","Albina",2019,"Assessing the impact of a GIS for improving novice crisis decision-making","http://doi.org/10.1007/s13398-014-0173-7.2",NA,"SART",28,28,0.282250289,0.04,"Albina2019",462
"463","Albina",2019,"Assessing the impact of a GIS for improving novice crisis decision-making","http://doi.org/10.1007/s13398-014-0173-7.2",NA,"SART",28,28,0.036416183,0.04,"Albina2019",463
"464","Barros",2011,"Enhancing robot teleoperator situation awareness and performance using vibro-tactile and graphical feedback","10.1109/3DUI.2011.5759216",NA,"General Know.",27,27,0.435611223,0.041666667,"Barros2011",464
"465","Barros",2011,"Enhancing robot teleoperator situation awareness and performance using vibro-tactile and graphical feedback","10.1109/3DUI.2011.5759216",NA,"General Know.",27,27,0.472230804,0.041666667,"Barros2011",465
"466","Barros",2011,"Enhancing robot teleoperator situation awareness and performance using vibro-tactile and graphical feedback","10.1109/3DUI.2011.5759216",NA,"General Know.",27,27,-0.206855013,0.041666667,"Barros2011",466
"467","Clark",2017,"Situational Awareness and Time to Takeover: Exploring an Alternative Method to Measure Engagement with High-Level Automation","https://doi.org/10.1177/1541931213601848",NA,"SAGAT",50,32,0.331647109,0.034482759,"Clark2017",467
"468","Cooper",2011,"Managing deteriorating patients: registered nurses' performance in a simulated setting","10/fzchfz",NA,"General Know.",35,35,-0.153362739,0.03125,"Cooper2011",468
"469","Cooper",2011,"Managing deteriorating patients: registered nurses' performance in a simulated setting","10/fzchfz",NA,"General Know.",35,35,-0.136480086,0.03125,"Cooper2011",469
"470","Crooks",2001,"Cue Utilization and Situation Awareness during a Simulated Experience","https://doi.org/10.1177/154193120104502206",NA,"SAGAT",165,165,0.123207746,0.00617284,"Crooks2001",470
"471","Crooks",2001,"Cue Utilization and Situation Awareness during a Simulated Experience","https://doi.org/10.1177/154193120104502206",NA,"SART",165,165,0.102074188,0.00617284,"Crooks2001",471
"472","Crooks",2001,"Cue Utilization and Situation Awareness during a Simulated Experience","https://doi.org/10.1177/154193120104502206",NA,"SAGAT",165,165,0.120510086,0.00617284,"Crooks2001",472
"473","Crooks",2001,"Cue Utilization and Situation Awareness during a Simulated Experience","https://doi.org/10.1177/154193120104502206",NA,"SART",165,165,0.01081456,0.00617284,"Crooks2001",473
"474","de Winter",2018,"Situation awareness based on eye movements in relation to the task environment","10.1007/s10111-018-0527-6",NA,"General Know.",86,86,0.202732554,0.012048193,"deWinter2019",474
"475","Gatsoulis",2007,"Performance metrics for improving human robot interaction","10/d3t67r",NA,"General Know.",16,16,0.647522845,0.076923077,"Gatsoulis2007",475
"476","Gregoriades",2018,"Simulation-based evaluation of an in-vehicle smart situation awareness enhancement system","10/ggqgt4",NA,"SAGAT",17,17,-0.132488674,0.071428571,"Gregoriades2018",476
"477","Gregoriades",2018,"Simulation-based evaluation of an in-vehicle smart situation awareness enhancement system","10/ggqgt4",NA,"SAGAT",17,17,0.195581646,0.071428571,"Gregoriades2018",477
"478","Gregoriades",2018,"Simulation-based evaluation of an in-vehicle smart situation awareness enhancement system","10/ggqgt4",NA,"SAGAT",17,17,0.494085619,0.071428571,"Gregoriades2018",478
"479","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SAGAT",11,11,0.697054485,0.125,"Grigoleit2017",479
"480","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SAGAT",11,11,0.312177727,0.125,"Grigoleit2017",480
"481","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SAGAT",11,11,0.194963925,0.125,"Grigoleit2017",481
"482","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SAGAT",11,11,-0.72579118,0.125,"Grigoleit2017",482
"483","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SAGAT",11,11,-0.237002951,0.125,"Grigoleit2017",483
"484","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SAGAT",11,11,-0.154453985,0.125,"Grigoleit2017",484
"485","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SAGAT",11,11,0.251077404,0.125,"Grigoleit2017",485
"486","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SAGAT",11,11,-0.28077424,0.125,"Grigoleit2017",486
"487","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SAGAT",11,11,-0.689325195,0.125,"Grigoleit2017",487
"488","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SAGAT",11,11,-0.560889223,0.125,"Grigoleit2017",488
"489","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SAGAT",11,11,0.30123151,0.125,"Grigoleit2017",489
"490","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SAGAT",11,11,0.341108092,0.125,"Grigoleit2017",490
"491","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SAGAT",11,11,-0.0728245,0.125,"Grigoleit2017",491
"492","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SAGAT",11,11,0.48606298,0.125,"Grigoleit2017",492
"493","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SAGAT",11,11,0.462585609,0.125,"Grigoleit2017",493
"494","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SAGAT",11,11,0.211154088,0.125,"Grigoleit2017",494
"495","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.209177144,0.125,"Grigoleit2017",495
"496","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.341108092,0.125,"Grigoleit2017",496
"497","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.286333317,0.125,"Grigoleit2017",497
"498","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.284536165,0.125,"Grigoleit2017",498
"499","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.253209233,0.125,"Grigoleit2017",499
"500","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.452908485,0.125,"Grigoleit2017",500
"501","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,-0.033343895,0.125,"Grigoleit2017",501
"502","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.209177144,0.125,"Grigoleit2017",502
"503","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.337443079,0.125,"Grigoleit2017",503
"504","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.779965241,0.125,"Grigoleit2017",504
"505","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.652717808,0.125,"Grigoleit2017",505
"506","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.758703097,0.125,"Grigoleit2017",506
"507","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,-0.317571883,0.125,"Grigoleit2017",507
"508","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.845053723,0.125,"Grigoleit2017",508
"509","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.594615031,0.125,"Grigoleit2017",509
"510","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.295730608,0.125,"Grigoleit2017",510
"511","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,-0.200936935,0.125,"Grigoleit2017",511
"512","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.30123151,0.125,"Grigoleit2017",512
"513","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,-0.307044331,0.125,"Grigoleit2017",513
"514","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.550203136,0.125,"Grigoleit2017",514
"515","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,-0.28077424,0.125,"Grigoleit2017",515
"516","Grigoleit",2017,"Toward a descriptive measure of situation awareness in petrochemical refining","10/ggqrxp",NA,"SPAM",11,11,0.377608122,0.125,"Grigoleit2017",516
